age,parrot_name,number_of_words
2,Rose-ringed parakeet,4
49,Budgerigar,61
38,Eclectus,59
9,Eclectus,2
29,Rose-ringed parakeet,43
39,Eclectus,56
46,Rose-ringed parakeet,80
45,Eclectus,71
34,Rose-ringed parakeet,54
49,Eclectus,88
16,Budgerigar,25
9,Rose-ringed parakeet,9
37,Rose-ringed parakeet,59
39,Budgerigar,52
3,Rose-ringed parakeet,19
55,Eclectus,82
23,Budgerigar,27
38,Rose-ringed parakeet,49
32,Budgerigar,46
17,Budgerigar,30
33,Rose-ringed parakeet,61
7,Budgerigar,10
51,Rose-ringed parakeet,89
23,Budgerigar,36
24,Budgerigar,40
37,Budgerigar,51
55,Budgerigar,79
12,Eclectus,27
58,Eclectus,75
48,Budgerigar,65
55,Rose-ringed parakeet,80
59,Budgerigar,96
59,Budgerigar,72
52,Rose-ringed parakeet,60
37,Budgerigar,46
43,Eclectus,65
12,Budgerigar,24
48,Eclectus,68
30,Rose-ringed parakeet,38
9,Budgerigar,19
50,Eclectus,68
44,Budgerigar,79
56,Eclectus,95
58,Eclectus,76
14,Rose-ringed parakeet,10
57,Eclectus,96
23,Eclectus,42
52,Eclectus,83
29,Eclectus,44
57,Rose-ringed parakeet,74
4,Budgerigar,0
40,Budgerigar,51
37,Rose-ringed parakeet,45
26,Rose-ringed parakeet,39
4,Eclectus,19
55,Rose-ringed parakeet,90
2,Eclectus,19
35,Budgerigar,43
40,Budgerigar,69
42,Eclectus,65
2,Rose-ringed parakeet,17
44,Rose-ringed parakeet,52
40,Eclectus,66
54,Budgerigar,71
3,Budgerigar,19
12,Budgerigar,28
47,Rose-ringed parakeet,90
13,Budgerigar,22
20,Eclectus,18
58,Budgerigar,81
40,Eclectus,55
27,Rose-ringed parakeet,42
36,Rose-ringed parakeet,53
45,Rose-ringed parakeet,70
24,Rose-ringed parakeet,20
13,Budgerigar,16
28,Eclectus,49
57,Eclectus,98
52,Budgerigar,86
42,Rose-ringed parakeet,71
21,Rose-ringed parakeet,41
59,Rose-ringed parakeet,70
20,Eclectus,38
60,Budgerigar,90
24,Rose-ringed parakeet,27
39,Budgerigar,54
13,Eclectus,23
25,Eclectus,20
19,Rose-ringed parakeet,30
24,Rose-ringed parakeet,26
37,Rose-ringed parakeet,57
4,Rose-ringed parakeet,1
40,Eclectus,41
46,Budgerigar,82
12,Eclectus,15
37,Rose-ringed parakeet,60
42,Rose-ringed parakeet,80
60,Rose-ringed parakeet,91
23,Budgerigar,40
60,Budgerigar,86
7,Rose-ringed parakeet,5
5,Budgerigar,7
53,Eclectus,73
50,Rose-ringed parakeet,65
58,Eclectus,100
34,Eclectus,50
17,Rose-ringed parakeet,35
51,Rose-ringed parakeet,65
22,Eclectus,27
52,Budgerigar,75
54,Eclectus,86
41,Eclectus,76
43,Budgerigar,52
24,Rose-ringed parakeet,23
45,Eclectus,66
47,Rose-ringed parakeet,65
60,Eclectus,75
41,Budgerigar,71
50,Budgerigar,66
38,Rose-ringed parakeet,48
14,Budgerigar,25
20,Rose-ringed parakeet,16
35,Budgerigar,61
17,Budgerigar,16
56,Budgerigar,73
41,Eclectus,55
1,Eclectus,7
55,Eclectus,72
14,Eclectus,14
25,Budgerigar,49
34,Rose-ringed parakeet,61
14,Budgerigar,13
25,Eclectus,31
33,Rose-ringed parakeet,63
1,Budgerigar,2
44,Rose-ringed parakeet,64
41,Budgerigar,73
24,Eclectus,35
45,Budgerigar,65
3,Eclectus,12
30,Eclectus,59
14,Eclectus,28
43,Budgerigar,65
48,Eclectus,87
53,Eclectus,60
5,Budgerigar,8
59,Rose-ringed parakeet,83
17,Rose-ringed parakeet,15
2,Eclectus,3
33,Eclectus,67
2,Eclectus,8
43,Eclectus,78
34,Budgerigar,62
43,Budgerigar,67
53,Rose-ringed parakeet,81
40,Budgerigar,54
1,Eclectus,4
41,Eclectus,57
9,Budgerigar,0
57,Eclectus,75
58,Eclectus,77
48,Budgerigar,70
54,Budgerigar,89
25,Eclectus,45
48,Budgerigar,62
60,Eclectus,97
37,Rose-ringed parakeet,52
38,Rose-ringed parakeet,52
44,Eclectus,66
46,Eclectus,61
14,Eclectus,28
56,Eclectus,79
5,Budgerigar,12
37,Rose-ringed parakeet,62
30,Eclectus,40
50,Rose-ringed parakeet,66
9,Budgerigar,12
38,Budgerigar,52
47,Budgerigar,60
9,Rose-ringed parakeet,4
28,Budgerigar,39
35,Eclectus,67
54,Eclectus,75
54,Eclectus,80
9,Eclectus,1
5,Rose-ringed parakeet,15
38,Rose-ringed parakeet,56
41,Budgerigar,79
16,Rose-ringed parakeet,17
26,Eclectus,51
18,Budgerigar,29
52,Rose-ringed parakeet,62
32,Eclectus,43
8,Budgerigar,17
60,Budgerigar,72
37,Eclectus,52
46,Rose-ringed parakeet,72
1,Rose-ringed parakeet,19
14,Eclectus,29
54,Rose-ringed parakeet,79
12,Budgerigar,13
12,Budgerigar,20
59,Rose-ringed parakeet,96
14,Budgerigar,21
58,Eclectus,85
4,Eclectus,8
32,Eclectus,69
50,Rose-ringed parakeet,74
16,Budgerigar,40
26,Budgerigar,54
9,Eclectus,7
7,Rose-ringed parakeet,16
5,Rose-ringed parakeet,13
45,Eclectus,61
54,Rose-ringed parakeet,80
50,Rose-ringed parakeet,78
34,Rose-ringed parakeet,54
22,Rose-ringed parakeet,25
22,Rose-ringed parakeet,45
20,Rose-ringed parakeet,37
37,Budgerigar,40
32,Rose-ringed parakeet,61
37,Budgerigar,70
40,Rose-ringed parakeet,47
23,Rose-ringed parakeet,45
7,Rose-ringed parakeet,9
48,Rose-ringed parakeet,77
15,Budgerigar,14
34,Rose-ringed parakeet,69
17,Rose-ringed parakeet,33
5,Budgerigar,6
33,Eclectus,40
14,Eclectus,14
45,Rose-ringed parakeet,65
44,Rose-ringed parakeet,66
51,Budgerigar,82
10,Eclectus,15
23,Budgerigar,34
29,Budgerigar,49
15,Eclectus,29
25,Budgerigar,39
53,Eclectus,83
56,Eclectus,83
38,Budgerigar,41
39,Eclectus,54
53,Budgerigar,66
50,Rose-ringed parakeet,64
1,Eclectus,14
59,Rose-ringed parakeet,81
29,Rose-ringed parakeet,49
22,Budgerigar,20
51,Budgerigar,80
8,Rose-ringed parakeet,6
44,Budgerigar,66
52,Eclectus,76
54,Budgerigar,69
30,Budgerigar,52
26,Rose-ringed parakeet,45
8,Eclectus,16
27,Eclectus,37
22,Budgerigar,25
48,Eclectus,65
3,Eclectus,0
58,Budgerigar,72
5,Eclectus,7
51,Rose-ringed parakeet,87
32,Eclectus,61
30,Rose-ringed parakeet,40
37,Budgerigar,48
9,Rose-ringed parakeet,7
2,Budgerigar,3
52,Budgerigar,72
58,Rose-ringed parakeet,70
45,Eclectus,52
45,Budgerigar,55
28,Eclectus,54
21,Rose-ringed parakeet,25
12,Rose-ringed parakeet,30
33,Eclectus,63
31,Eclectus,68
50,Eclectus,69
8,Rose-ringed parakeet,17
2,Rose-ringed parakeet,20
37,Budgerigar,70
41,Budgerigar,57
35,Rose-ringed parakeet,69
52,Rose-ringed parakeet,66
46,Eclectus,67
2,Rose-ringed parakeet,14
52,Eclectus,69
3,Budgerigar,14
53,Budgerigar,63
14,Rose-ringed parakeet,24
42,Rose-ringed parakeet,72
29,Eclectus,54
8,Budgerigar,3
47,Eclectus,90
33,Eclectus,43
25,Rose-ringed parakeet,38
37,Rose-ringed parakeet,49
32,Budgerigar,63
22,Eclectus,37
53,Eclectus,75
55,Eclectus,75
7,Budgerigar,15
34,Rose-ringed parakeet,63
27,Eclectus,58
29,Rose-ringed parakeet,46
34,Eclectus,68
10,Eclectus,16
53,Eclectus,76
20,Budgerigar,40
7,Rose-ringed parakeet,10
21,Eclectus,38
38,Eclectus,58
27,Eclectus,60
53,Budgerigar,66
56,Eclectus,96
49,Eclectus,81
28,Rose-ringed parakeet,46
16,Rose-ringed parakeet,25
27,Eclectus,55
50,Eclectus,89
55,Eclectus,86
35,Rose-ringed parakeet,54
19,Budgerigar,11
8,Rose-ringed parakeet,12
18,Budgerigar,39
20,Budgerigar,21
39,Budgerigar,55
10,Budgerigar,18
16,Budgerigar,25
4,Budgerigar,16
15,Rose-ringed parakeet,26
16,Budgerigar,27
19,Budgerigar,30
48,Budgerigar,68
42,Eclectus,75
34,Budgerigar,59
10,Budgerigar,14
17,Eclectus,16
49,Budgerigar,75
54,Eclectus,70
13,Budgerigar,17
1,Rose-ringed parakeet,10
49,Rose-ringed parakeet,68
15,Rose-ringed parakeet,14
1,Eclectus,1
22,Budgerigar,33
12,Rose-ringed parakeet,13
33,Eclectus,62
36,Rose-ringed parakeet,68
18,Eclectus,19
53,Eclectus,81
2,Rose-ringed parakeet,2
55,Eclectus,83
39,Eclectus,58
52,Budgerigar,86
33,Budgerigar,61
28,Eclectus,60
9,Budgerigar,16
4,Eclectus,14
23,Budgerigar,35
15,Eclectus,19
45,Rose-ringed parakeet,80
35,Rose-ringed parakeet,63
52,Budgerigar,77
57,Eclectus,80
7,Budgerigar,17
13,Eclectus,19
10,Rose-ringed parakeet,2
16,Eclectus,26
37,Eclectus,65
40,Eclectus,46
37,Eclectus,57
49,Budgerigar,81
27,Rose-ringed parakeet,44
28,Budgerigar,59
53,Rose-ringed parakeet,63
30,Rose-ringed parakeet,41
41,Budgerigar,70
23,Rose-ringed parakeet,50
6,Eclectus,18
50,Rose-ringed parakeet,79
14,Rose-ringed parakeet,11
16,Rose-ringed parakeet,11
55,Budgerigar,79
27,Budgerigar,38
42,Eclectus,50
16,Eclectus,31
51,Eclectus,61
11,Eclectus,18
6,Budgerigar,15
13,Eclectus,21
22,Rose-ringed parakeet,42
53,Eclectus,74
37,Eclectus,70
35,Eclectus,43
19,Rose-ringed parakeet,29
12,Rose-ringed parakeet,10
45,Eclectus,76
44,Rose-ringed parakeet,56
28,Eclectus,45
8,Budgerigar,15
32,Rose-ringed parakeet,58
50,Eclectus,83
43,Eclectus,79
19,Budgerigar,19
42,Budgerigar,51
33,Eclectus,47
35,Eclectus,56
46,Rose-ringed parakeet,79
24,Eclectus,42
10,Budgerigar,11
9,Rose-ringed parakeet,16
30,Rose-ringed parakeet,45
15,Eclectus,10
46,Eclectus,60
5,Budgerigar,13
8,Budgerigar,3
1,Eclectus,0
50,Budgerigar,73
13,Budgerigar,17
6,Eclectus,17
40,Eclectus,64
31,Rose-ringed parakeet,51
9,Eclectus,15
52,Rose-ringed parakeet,73
14,Rose-ringed parakeet,17
46,Budgerigar,90
36,Budgerigar,69
44,Budgerigar,53
12,Budgerigar,19
1,Budgerigar,14
31,Eclectus,48
16,Rose-ringed parakeet,22
54,Budgerigar,87
53,Budgerigar,81
17,Rose-ringed parakeet,20
30,Budgerigar,52
8,Eclectus,16
17,Rose-ringed parakeet,11
21,Rose-ringed parakeet,34
39,Budgerigar,53
60,Rose-ringed parakeet,83
34,Rose-ringed parakeet,41
57,Eclectus,92
13,Budgerigar,28
10,Budgerigar,18
30,Rose-ringed parakeet,39
38,Budgerigar,68
1,Rose-ringed parakeet,1
39,Rose-ringed parakeet,63
10,Eclectus,18
51,Budgerigar,62
6,Budgerigar,3
30,Eclectus,36
29,Budgerigar,34
55,Rose-ringed parakeet,78
59,Budgerigar,86
55,Rose-ringed parakeet,88
27,Budgerigar,38
54,Eclectus,71
15,Budgerigar,22
37,Eclectus,67
37,Rose-ringed parakeet,43
16,Eclectus,26
9,Eclectus,11
25,Rose-ringed parakeet,24
47,Budgerigar,79
25,Eclectus,40
45,Eclectus,52
36,Eclectus,54
16,Rose-ringed parakeet,34
40,Rose-ringed parakeet,46
50,Eclectus,70
33,Eclectus,46
53,Eclectus,84
41,Rose-ringed parakeet,64
53,Eclectus,83
19,Eclectus,30
22,Rose-ringed parakeet,43
51,Rose-ringed parakeet,64
44,Budgerigar,79
30,Budgerigar,30
39,Budgerigar,50
1,Eclectus,2
40,Budgerigar,48
42,Eclectus,71
36,Budgerigar,49
32,Rose-ringed parakeet,60
5,Eclectus,1
8,Eclectus,14
51,Eclectus,86
36,Rose-ringed parakeet,68
21,Budgerigar,31
21,Eclectus,25
1,Budgerigar,15
53,Rose-ringed parakeet,85
16,Rose-ringed parakeet,34
38,Rose-ringed parakeet,61
40,Budgerigar,40
25,Rose-ringed parakeet,28
24,Rose-ringed parakeet,28
12,Eclectus,15
21,Rose-ringed parakeet,28
40,Eclectus,54
11,Budgerigar,15
15,Eclectus,21
20,Eclectus,19
52,Budgerigar,61
26,Eclectus,49
32,Rose-ringed parakeet,49
46,Budgerigar,88
37,Eclectus,66
18,Budgerigar,27
47,Eclectus,76
14,Eclectus,14
16,Budgerigar,17
18,Rose-ringed parakeet,35
37,Budgerigar,64
46,Eclectus,83
3,Rose-ringed parakeet,1
33,Eclectus,69
45,Budgerigar,61
56,Rose-ringed parakeet,86
50,Eclectus,63
33,Rose-ringed parakeet,52
18,Budgerigar,33
28,Budgerigar,55
2,Eclectus,8
58,Eclectus,96
55,Rose-ringed parakeet,75
60,Budgerigar,93
26,Budgerigar,54
55,Budgerigar,64
34,Rose-ringed parakeet,62
39,Rose-ringed parakeet,64
10,Budgerigar,2
56,Rose-ringed parakeet,96
48,Eclectus,84
27,Rose-ringed parakeet,55
60,Eclectus,97
25,Eclectus,39
52,Budgerigar,65
33,Rose-ringed parakeet,52
50,Rose-ringed parakeet,74
15,Rose-ringed parakeet,18
20,Budgerigar,21
8,Rose-ringed parakeet,7
24,Budgerigar,27
13,Eclectus,24
23,Rose-ringed parakeet,40
41,Eclectus,50
1,Rose-ringed parakeet,18
59,Budgerigar,97
51,Eclectus,71
23,Rose-ringed parakeet,23
38,Eclectus,51
1,Rose-ringed parakeet,7
26,Rose-ringed parakeet,44
9,Budgerigar,8
1,Eclectus,2
41,Budgerigar,78
18,Rose-ringed parakeet,21
60,Budgerigar,90
25,Rose-ringed parakeet,34
24,Rose-ringed parakeet,42
23,Budgerigar,32
31,Eclectus,62
6,Rose-ringed parakeet,7
3,Eclectus,3
23,Eclectus,44
37,Budgerigar,56
10,Budgerigar,9
60,Rose-ringed parakeet,92
20,Budgerigar,35
28,Budgerigar,48
59,Budgerigar,80
38,Budgerigar,58
52,Eclectus,72
48,Eclectus,81
28,Eclectus,31
20,Rose-ringed parakeet,20
54,Rose-ringed parakeet,90
35,Rose-ringed parakeet,58
33,Rose-ringed parakeet,60
44,Eclectus,50
32,Eclectus,59
27,Eclectus,49
38,Rose-ringed parakeet,43
18,Budgerigar,34
7,Budgerigar,17
23,Budgerigar,30
56,Eclectus,86
48,Eclectus,70
6,Eclectus,1
30,Rose-ringed parakeet,41
11,Budgerigar,27
16,Rose-ringed parakeet,39
10,Eclectus,17
13,Rose-ringed parakeet,21
48,Rose-ringed parakeet,87
5,Eclectus,13
22,Budgerigar,29
13,Eclectus,30
4,Budgerigar,0
15,Eclectus,11
55,Rose-ringed parakeet,74
22,Rose-ringed parakeet,38
57,Rose-ringed parakeet,81
12,Eclectus,10
39,Eclectus,64
38,Eclectus,54
59,Rose-ringed parakeet,75
30,Eclectus,49
36,Eclectus,65
52,Budgerigar,65
29,Eclectus,40
11,Rose-ringed parakeet,14
57,Budgerigar,75
43,Eclectus,59
41,Rose-ringed parakeet,58
27,Budgerigar,46
52,Rose-ringed parakeet,65
49,Budgerigar,88
36,Eclectus,46
16,Rose-ringed parakeet,20
20,Eclectus,35
28,Eclectus,47
16,Rose-ringed parakeet,38
9,Eclectus,14
37,Budgerigar,68
58,Budgerigar,97
47,Rose-ringed parakeet,73
9,Rose-ringed parakeet,4
44,Budgerigar,78
24,Budgerigar,24
57,Eclectus,93
10,Rose-ringed parakeet,10
53,Rose-ringed parakeet,89
20,Budgerigar,40
59,Budgerigar,85
12,Eclectus,25
40,Rose-ringed parakeet,47
53,Budgerigar,67
13,Eclectus,21
6,Rose-ringed parakeet,4
52,Rose-ringed parakeet,86
52,Rose-ringed parakeet,61
4,Budgerigar,8
56,Eclectus,71
15,Rose-ringed parakeet,17
40,Rose-ringed parakeet,44
12,Eclectus,22
24,Budgerigar,27
8,Rose-ringed parakeet,6
12,Eclectus,19
57,Rose-ringed parakeet,93
17,Eclectus,36
48,Eclectus,63
12,Eclectus,14
12,Budgerigar,25
20,Rose-ringed parakeet,22
47,Budgerigar,65
43,Rose-ringed parakeet,78
40,Budgerigar,66
22,Eclectus,41
49,Rose-ringed parakeet,68
49,Eclectus,73
43,Rose-ringed parakeet,57
8,Eclectus,19
12,Budgerigar,29
58,Eclectus,96
7,Rose-ringed parakeet,3
60,Budgerigar,81
27,Eclectus,36
30,Eclectus,32
55,Rose-ringed parakeet,62
12,Budgerigar,26
43,Budgerigar,66
1,Rose-ringed parakeet,11
49,Rose-ringed parakeet,78
11,Rose-ringed parakeet,23
27,Rose-ringed parakeet,49
34,Rose-ringed parakeet,53
50,Eclectus,70
34,Budgerigar,52
12,Eclectus,19
17,Rose-ringed parakeet,12
37,Budgerigar,57
5,Rose-ringed parakeet,15
37,Rose-ringed parakeet,47
40,Rose-ringed parakeet,63
5,Budgerigar,13
39,Rose-ringed parakeet,46
56,Budgerigar,94
54,Rose-ringed parakeet,86
59,Budgerigar,76
42,Budgerigar,70
60,Eclectus,72
2,Eclectus,10
5,Eclectus,12
33,Rose-ringed parakeet,66
42,Rose-ringed parakeet,55
9,Rose-ringed parakeet,19
11,Rose-ringed parakeet,21
14,Eclectus,21
11,Eclectus,12
50,Budgerigar,70
40,Rose-ringed parakeet,40
8,Eclectus,5
48,Budgerigar,75
49,Eclectus,69
36,Budgerigar,49
8,Rose-ringed parakeet,11
20,Budgerigar,14
36,Budgerigar,40
16,Budgerigar,23
57,Rose-ringed parakeet,80
27,Eclectus,46
56,Rose-ringed parakeet,99
20,Eclectus,11
17,Eclectus,38
52,Rose-ringed parakeet,85
25,Eclectus,49
5,Eclectus,15
11,Budgerigar,29
43,Budgerigar,55
6,Budgerigar,3
50,Eclectus,74
5,Rose-ringed parakeet,16
6,Eclectus,12
56,Rose-ringed parakeet,82
24,Eclectus,43
39,Eclectus,68
7,Budgerigar,15
42,Eclectus,53
3,Eclectus,1
42,Rose-ringed parakeet,50
23,Rose-ringed parakeet,41
49,Eclectus,75
60,Eclectus,97
23,Rose-ringed parakeet,42
11,Rose-ringed parakeet,30
31,Eclectus,65
1,Eclectus,11
17,Budgerigar,18
14,Eclectus,24
4,Rose-ringed parakeet,7
39,Rose-ringed parakeet,41
47,Eclectus,64
7,Eclectus,13
52,Budgerigar,89
28,Rose-ringed parakeet,39
1,Eclectus,16
19,Eclectus,24
10,Budgerigar,0
3,Eclectus,17
16,Eclectus,10
2,Budgerigar,4
35,Rose-ringed parakeet,43
59,Rose-ringed parakeet,100
20,Rose-ringed parakeet,20
49,Eclectus,87
57,Eclectus,74
7,Eclectus,6
26,Budgerigar,37
7,Budgerigar,2
34,Rose-ringed parakeet,41
4,Budgerigar,2
4,Rose-ringed parakeet,6
28,Eclectus,58
20,Budgerigar,26
39,Budgerigar,43
55,Rose-ringed parakeet,83
31,Budgerigar,42
42,Eclectus,55
58,Rose-ringed parakeet,89
34,Budgerigar,46
35,Eclectus,44
41,Rose-ringed parakeet,57
50,Budgerigar,81
16,Budgerigar,17
6,Budgerigar,18
35,Eclectus,60
19,Rose-ringed parakeet,40
8,Eclectus,14
8,Eclectus,20
32,Eclectus,53
57,Rose-ringed parakeet,85
26,Rose-ringed parakeet,47
12,Budgerigar,18
39,Budgerigar,46
26,Eclectus,42
14,Rose-ringed parakeet,26
31,Rose-ringed parakeet,68
7,Eclectus,7
29,Eclectus,59
5,Eclectus,7
55,Budgerigar,75
48,Rose-ringed parakeet,75
5,Eclectus,14
13,Budgerigar,28
39,Rose-ringed parakeet,55
39,Eclectus,51
35,Eclectus,63
19,Eclectus,24
25,Eclectus,20
6,Budgerigar,9
34,Rose-ringed parakeet,66
37,Rose-ringed parakeet,53
59,Rose-ringed parakeet,74
17,Rose-ringed parakeet,27
42,Budgerigar,56
32,Eclectus,68
3,Eclectus,0
60,Budgerigar,72
57,Rose-ringed parakeet,73
30,Rose-ringed parakeet,36
7,Eclectus,17
7,Rose-ringed parakeet,14
29,Rose-ringed parakeet,37
2,Budgerigar,6
45,Budgerigar,52
23,Eclectus,46
5,Rose-ringed parakeet,9
3,Eclectus,20
1,Budgerigar,0
59,Budgerigar,91
17,Budgerigar,19
12,Rose-ringed parakeet,29
32,Rose-ringed parakeet,62
59,Eclectus,85
54,Eclectus,80
30,Eclectus,55
55,Eclectus,76
21,Eclectus,39
8,Budgerigar,10
58,Eclectus,85
19,Eclectus,23
51,Eclectus,73
30,Eclectus,32
46,Rose-ringed parakeet,61
41,Rose-ringed parakeet,53
9,Eclectus,8
16,Rose-ringed parakeet,27
31,Rose-ringed parakeet,54
34,Budgerigar,50
26,Eclectus,53
36,Budgerigar,64
8,Eclectus,11
50,Budgerigar,62
1,Rose-ringed parakeet,5
34,Eclectus,63
28,Rose-ringed parakeet,60
38,Rose-ringed parakeet,70
27,Budgerigar,60
7,Eclectus,7
50,Budgerigar,64
7,Budgerigar,19
60,Eclectus,81
51,Rose-ringed parakeet,83
7,Eclectus,2
13,Budgerigar,19
55,Rose-ringed parakeet,84
42,Budgerigar,66
24,Eclectus,44
2,Rose-ringed parakeet,19
8,Eclectus,16
54,Eclectus,83
52,Budgerigar,68
10,Eclectus,7
21,Eclectus,20
12,Budgerigar,10
46,Budgerigar,71
59,Budgerigar,96
58,Eclectus,70
57,Eclectus,96
42,Rose-ringed parakeet,56
55,Rose-ringed parakeet,60
26,Budgerigar,30
54,Eclectus,69
47,Eclectus,85
28,Rose-ringed parakeet,46
51,Eclectus,81
46,Budgerigar,69
43,Rose-ringed parakeet,65
48,Budgerigar,60
15,Eclectus,25
23,Budgerigar,36
50,Rose-ringed parakeet,82
59,Rose-ringed parakeet,70
21,Budgerigar,34
60,Budgerigar,96
26,Rose-ringed parakeet,31
52,Rose-ringed parakeet,68
7,Rose-ringed parakeet,4
16,Eclectus,34
33,Rose-ringed parakeet,41
25,Budgerigar,36
6,Rose-ringed parakeet,1
37,Rose-ringed parakeet,65
36,Rose-ringed parakeet,69
38,Eclectus,61
37,Eclectus,58
42,Eclectus,63
60,Rose-ringed parakeet,96
35,Rose-ringed parakeet,54
20,Eclectus,19
7,Rose-ringed parakeet,2
21,Budgerigar,34
29,Budgerigar,49
7,Eclectus,6
23,Budgerigar,46
40,Budgerigar,56
20,Rose-ringed parakeet,39
28,Eclectus,30
52,Budgerigar,67
52,Rose-ringed parakeet,81
46,Rose-ringed parakeet,70
12,Budgerigar,29
36,Budgerigar,58
35,Budgerigar,55
2,Budgerigar,18
39,Eclectus,55
9,Rose-ringed parakeet,17
59,Rose-ringed parakeet,91
51,Eclectus,67
27,Budgerigar,47
4,Budgerigar,7
32,Rose-ringed parakeet,43
48,Eclectus,70
36,Budgerigar,50
49,Rose-ringed parakeet,62
19,Budgerigar,17
57,Eclectus,89
51,Rose-ringed parakeet,63
40,Eclectus,66
38,Rose-ringed parakeet,40
42,Budgerigar,63
10,Rose-ringed parakeet,10
14,Budgerigar,13
30,Rose-ringed parakeet,50
30,Budgerigar,58
23,Budgerigar,38
35,Budgerigar,69
21,Rose-ringed parakeet,40
27,Rose-ringed parakeet,43
55,Rose-ringed parakeet,81
12,Budgerigar,27
38,Budgerigar,70
5,Eclectus,3
6,Eclectus,9
7,Eclectus,10
14,Eclectus,28
42,Rose-ringed parakeet,51
39,Eclectus,62
32,Budgerigar,59
58,Budgerigar,84
32,Rose-ringed parakeet,67
10,Budgerigar,17
13,Eclectus,14
52,Budgerigar,75
30,Budgerigar,45
19,Rose-ringed parakeet,15
16,Budgerigar,36
16,Rose-ringed parakeet,15
19,Budgerigar,39
14,Eclectus,25
52,Eclectus,62
27,Budgerigar,47
7,Budgerigar,20
41,Budgerigar,50
17,Budgerigar,39
57,Budgerigar,86
2,Budgerigar,12
57,Eclectus,97
41,Eclectus,60
50,Rose-ringed parakeet,75
14,Eclectus,26
19,Rose-ringed parakeet,35
12,Budgerigar,10
34,Rose-ringed parakeet,54
22,Eclectus,26
1,Rose-ringed parakeet,13
31,Budgerigar,46
16,Budgerigar,28
31,Budgerigar,55
22,Budgerigar,40
50,Budgerigar,84
9,Eclectus,5
38,Eclectus,68
21,Budgerigar,33
27,Rose-ringed parakeet,59
44,Rose-ringed parakeet,50
21,Eclectus,42
7,Eclectus,8
2,Rose-ringed parakeet,20
13,Budgerigar,22
32,Eclectus,51
9,Eclectus,13
1,Budgerigar,7
6,Eclectus,18
6,Rose-ringed parakeet,14
11,Budgerigar,19
29,Rose-ringed parakeet,49
58,Eclectus,90
9,Budgerigar,11
7,Eclectus,9
6,Rose-ringed parakeet,17
34,Eclectus,63
41,Rose-ringed parakeet,76
12,Rose-ringed parakeet,10
51,Eclectus,80
9,Rose-ringed parakeet,0
1,Rose-ringed parakeet,4
28,Eclectus,37
13,Budgerigar,15
48,Budgerigar,65
53,Rose-ringed parakeet,89
34,Budgerigar,69
29,Rose-ringed parakeet,36
57,Eclectus,82
1,Eclectus,10
52,Budgerigar,66
34,Budgerigar,51
31,Rose-ringed parakeet,65
44,Eclectus,53
9,Eclectus,8
36,Rose-ringed parakeet,65
46,Budgerigar,83
59,Rose-ringed parakeet,93
47,Rose-ringed parakeet,71
6,Eclectus,12
42,Eclectus,72
25,Budgerigar,45
6,Budgerigar,5
13,Budgerigar,29
8,Eclectus,4
51,Eclectus,80
14,Eclectus,29
14,Eclectus,26
41,Eclectus,73
8,Budgerigar,9
10,Eclectus,19
57,Eclectus,83
30,Rose-ringed parakeet,52
56,Budgerigar,84
55,Eclectus,74
20,Rose-ringed parakeet,28
7,Eclectus,14
28,Budgerigar,46
33,Eclectus,70
59,Eclectus,97
15,Budgerigar,16
26,Rose-ringed parakeet,41
34,Rose-ringed parakeet,42
57,Rose-ringed parakeet,88
16,Budgerigar,35
36,Budgerigar,57
24,Eclectus,31
17,Budgerigar,29
4,Budgerigar,10
21,Budgerigar,33
59,Budgerigar,72
19,Eclectus,18
29,Rose-ringed parakeet,44
51,Rose-ringed parakeet,83
1,Rose-ringed parakeet,7
31,Eclectus,43
24,Rose-ringed parakeet,27
57,Eclectus,98
28,Budgerigar,50
15,Rose-ringed parakeet,22
31,Budgerigar,68
1,Budgerigar,12
33,Rose-ringed parakeet,67
1,Budgerigar,19
26,Eclectus,37
41,Budgerigar,79
53,Eclectus,79
23,Rose-ringed parakeet,44
26,Budgerigar,45
50,Eclectus,90
23,Budgerigar,29
52,Rose-ringed parakeet,89
29,Rose-ringed parakeet,51
51,Budgerigar,80
44,Budgerigar,78
12,Budgerigar,23
43,Eclectus,75
53,Budgerigar,78
36,Eclectus,57
13,Rose-ringed parakeet,17
43,Budgerigar,70
35,Rose-ringed parakeet,70
15,Budgerigar,22
56,Rose-ringed parakeet,86
24,Rose-ringed parakeet,27
45,Rose-ringed parakeet,67
23,Eclectus,20
23,Rose-ringed parakeet,26
44,Rose-ringed parakeet,62
38,Rose-ringed parakeet,43
53,Budgerigar,88
55,Budgerigar,80
34,Rose-ringed parakeet,57
42,Budgerigar,66
20,Eclectus,18
47,Eclectus,78
17,Eclectus,21
5,Rose-ringed parakeet,19
1,Budgerigar,5
58,Eclectus,78
38,Rose-ringed parakeet,69
32,Budgerigar,65
29,Budgerigar,56
19,Budgerigar,22
31,Budgerigar,50
39,Budgerigar,62
52,Eclectus,90
50,Eclectus,85
21,Eclectus,30
27,Rose-ringed parakeet,42
31,Rose-ringed parakeet,65
50,Budgerigar,76
53,Eclectus,71
21,Eclectus,42
13,Budgerigar,15
50,Budgerigar,78
18,Budgerigar,28
16,Rose-ringed parakeet,20
28,Eclectus,53
6,Eclectus,20
5,Rose-ringed parakeet,17
27,Rose-ringed parakeet,58
56,Eclectus,72
23,Budgerigar,40
